Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
Snowpiercer: 1. Sezon: Evren Kayıtsızdır,2021-04-05,True,Snowpiercer,Evren Kayıtsızdır,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Belanın Nereden Geleceği Belli Olmaz,2021-04-05,True,Snowpiercer,Belanın Nereden Geleceği Belli Olmaz,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Adalet Bu Trene Adımını Atmadı,2021-04-05,True,Snowpiercer,Adalet Bu Trene Adımını Atmadı,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Yaratıcılarının Yokluğunda,2021-04-05,True,Snowpiercer,Yaratıcılarının Yokluğunda,1.0,2021.0,4.0,5.0,Monday,False,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Snowpiercer: 1. Sezon: Önce İklimler Değişti,2021-04-03,True,Snowpiercer,Önce İklimler Değişti,1.0,2021.0,4.0,3.0,Saturday,True,"Sci-Fi & Fantasy, Drama",2020.0,en,294.703,7.387,44.0
Kötü Kızlar,2021-04-02,False,Kötü Kızlar,,,2021.0,4.0,2.0,Friday,False,"Drama, Comedy",2004.0,en,102.039,7.2,
Sing On! İspanya: Yaz Partisi,2021-03-31,True,Sing On! İspanya,Yaz Partisi,,2021.0,3.0,31.0,Wednesday,False,,,,,,
Moxie,2021-03-31,False,Moxie,,,2021.0,3.0,31.0,Wednesday,False,"Comedy, Drama, Music",2021.0,en,12.546,7.3,
Who Killed Sara?: 1. Sezon: İki Mezar,2021-03-31,True,Who Killed Sara?,İki Mezar,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Dünya Yanarken,2021-03-31,True,Who Killed Sara?,Dünya Yanarken,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Hayaller Gerçeğe Dönüştüğünde,2021-03-31,True,Who Killed Sara?,Hayaller Gerçeğe Dönüştüğünde,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Korku ve Pişmanlık,2021-03-31,True,Who Killed Sara?,Korku ve Pişmanlık,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Av ve Avcı,2021-03-31,True,Who Killed Sara?,Av ve Avcı,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Hayat Sigortası,2021-03-31,True,Who Killed Sara?,Hayat Sigortası,1.0,2021.0,3.0,31.0,Wednesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Ailedeki Canavar,2021-03-30,True,Who Killed Sara?,Ailedeki Canavar,1.0,2021.0,3.0,30.0,Tuesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Kötü İnsanlar,2021-03-30,True,Who Killed Sara?,Kötü İnsanlar,1.0,2021.0,3.0,30.0,Tuesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Who Killed Sara?: 1. Sezon: Bu Bir Hata Değildi,2021-03-30,True,Who Killed Sara?,Bu Bir Hata Değildi,1.0,2021.0,3.0,30.0,Tuesday,False,"Drama, Crime, Mystery",2021.0,es,33.25,7.6,25.0
Üç Adım Uzakta,2021-03-27,False,Üç Adım Uzakta,,,2021.0,3.0,27.0,Saturday,True,,,,,,
Ginny & Georgia: 1. Sezon: Jordyn ve Kylie'den Beri En Kötü İhanet,2021-03-27,True,Ginny & Georgia,Jordyn ve Kylie'den Beri En Kötü İhanet,1.0,2021.0,3.0,27.0,Saturday,True,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Duygular Zordur,2021-03-26,True,Ginny & Georgia,Duygular Zordur,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Mutlu Yıllar Pislik,2021-03-26,True,Ginny & Georgia,Mutlu Yıllar Pislik,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Duygusalım,2021-03-26,True,Ginny & Georgia,Duygusalım,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Lydia Bennet Tam Bir Feminist,2021-03-26,True,Ginny & Georgia,Lydia Bennet Tam Bir Feminist,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Üst Düzey Zengin Saçmalığı,2021-03-26,True,Ginny & Georgia,Üst Düzey Zengin Saçmalığı,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Ginny & Georgia: 1. Sezon: Pilot Bölüm,2021-03-26,True,Ginny & Georgia,Pilot Bölüm,1.0,2021.0,3.0,26.0,Friday,False,"Comedy, Drama",2021.0,en,79.632,8.092,20.0
Dream Big: Engineering Our World,2021-03-22,True,Dream Big,Engineering Our World,,2021.0,3.0,22.0,Monday,False,Documentary,2022.0,en,3.73,0.0,4.0
Kağıttan Hayatlar,2021-03-22,False,Kağıttan Hayatlar,,,2021.0,3.0,22.0,Monday,False,Drama,2021.0,tr,19.299,8.0,
Love Alarm: 2. Sezon: 2. Bölüm,2021-03-12,True,Love Alarm,2. Bölüm,2.0,2021.0,3.0,12.0,Friday,False,"Drama, Sci-Fi & Fantasy",2019.0,ko,143.447,8.3,14.0
Love Alarm: 2. Sezon: 1. Bölüm,2021-03-12,True,Love Alarm,1. Bölüm,2.0,2021.0,3.0,12.0,Friday,False,"Drama, Sci-Fi & Fantasy",2019.0,ko,143.447,8.3,14.0
The Bride of Habaek: 16. Bölüm,2021-03-08,True,The Bride of Habaek,16. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 15. Bölüm,2021-03-08,True,The Bride of Habaek,15. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 14. Bölüm,2021-03-08,True,The Bride of Habaek,14. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 13. Bölüm,2021-03-08,True,The Bride of Habaek,13. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 12. Bölüm,2021-03-08,True,The Bride of Habaek,12. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 11. Bölüm,2021-03-08,True,The Bride of Habaek,11. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 10. Bölüm,2021-03-08,True,The Bride of Habaek,10. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 9. Bölüm,2021-03-08,True,The Bride of Habaek,9. Bölüm,,2021.0,3.0,8.0,Monday,False,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: Bölüm 8,2021-03-07,True,The Bride of Habaek,Bölüm 8,,2021.0,3.0,7.0,Sunday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 7. Bölüm,2021-03-07,True,The Bride of Habaek,7. Bölüm,,2021.0,3.0,7.0,Sunday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 6. Bölüm,2021-03-07,True,The Bride of Habaek,6. Bölüm,,2021.0,3.0,7.0,Sunday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 5. Bölüm,2021-03-07,True,The Bride of Habaek,5. Bölüm,,2021.0,3.0,7.0,Sunday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 4. Bölüm,2021-03-07,True,The Bride of Habaek,4. Bölüm,,2021.0,3.0,7.0,Sunday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 3. Bölüm,2021-03-06,True,The Bride of Habaek,3. Bölüm,,2021.0,3.0,6.0,Saturday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 2. Bölüm,2021-03-06,True,The Bride of Habaek,2. Bölüm,,2021.0,3.0,6.0,Saturday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
The Bride of Habaek: 1. Bölüm,2021-03-06,True,The Bride of Habaek,1. Bölüm,,2021.0,3.0,6.0,Saturday,True,"Drama, Comedy, Sci-Fi & Fantasy",2017.0,ko,53.137,7.0,16.0
Lovestruck in the City: Sence Aşk Nedir?,2021-02-28,True,Lovestruck in the City,Sence Aşk Nedir?,,2021.0,2.0,28.0,Sunday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Doğruyu Söylemek Çok Zor,2021-02-28,True,Lovestruck in the City,Doğruyu Söylemek Çok Zor,,2021.0,2.0,28.0,Sunday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: O Nasıl Bir Kadın?,2021-02-27,True,Lovestruck in the City,O Nasıl Bir Kadın?,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: İçtikten Sonra Hiç Sızdın mı?,2021-02-27,True,Lovestruck in the City,İçtikten Sonra Hiç Sızdın mı?,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Bu Şekilde Yoon Seon-a Oldum,2021-02-27,True,Lovestruck in the City,Bu Şekilde Yoon Seon-a Oldum,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Ayrılmanın Uygun Bir Yolu Var mı?,2021-02-27,True,Lovestruck in the City,Ayrılmanın Uygun Bir Yolu Var mı?,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Lee Eun-o? Lee Eun-o!,2021-02-27,True,Lovestruck in the City,Lee Eun-o? Lee Eun-o!,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Eski Sevgiline Rastlasan Ne Yapardın?,2021-02-27,True,Lovestruck in the City,Eski Sevgiline Rastlasan Ne Yapardın?,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Deli Olmak Aşkın Doğasında Var,2021-02-27,True,Lovestruck in the City,Deli Olmak Aşkın Doğasında Var,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Onu Unutacağım! Çöpe Atacağım!,2021-02-27,True,Lovestruck in the City,Onu Unutacağım! Çöpe Atacağım!,,2021.0,2.0,27.0,Saturday,True,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Birisi Kameramı Çalmış!,2021-02-26,True,Lovestruck in the City,Birisi Kameramı Çalmış!,,2021.0,2.0,26.0,Friday,False,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Ayrıldıktan Sonra Hatırası Olan Eşyaları;,,True,Lovestruck in the City,Ayrıldıktan Sonra Hatırası Olan Eşyaları;,,,,,,False,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Yüzüğü Ne Yaptı?,2021-02-26,True,Lovestruck in the City,Yüzüğü Ne Yaptı?,,2021.0,2.0,26.0,Friday,False,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Beni Delirtti!,2021-02-26,True,Lovestruck in the City,Beni Delirtti!,,2021.0,2.0,26.0,Friday,False,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: İlk Seksi Nasıl Başlatıyorsun?,2021-02-26,True,Lovestruck in the City,İlk Seksi Nasıl Başlatıyorsun?,,2021.0,2.0,26.0,Friday,False,Drama,2020.0,ko,41.323,7.7,17.0
Lovestruck in the City: Lovestruck in the City,2021-02-26,True,Lovestruck in the City,Lovestruck in the City,,2021.0,2.0,26.0,Friday,False,Drama,2020.0,ko,41.323,7.7,17.0
The King: Eternal Monarch: 16. Bölüm,2021-02-25,True,The King,16. Bölüm,,2021.0,2.0,25.0,Thursday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 15. Bölüm,2021-02-25,True,The King,15. Bölüm,,2021.0,2.0,25.0,Thursday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 14. Bölüm,2021-02-24,True,The King,14. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 13. Bölüm,2021-02-24,True,The King,13. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 12. Bölüm,2021-02-24,True,The King,12. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 11. Bölüm,2021-02-24,True,The King,11. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 10. Bölüm,2021-02-24,True,The King,10. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 9. Bölüm,2021-02-24,True,The King,9. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 8. Bölüm,2021-02-24,True,The King,8. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 7. Bölüm,2021-02-24,True,The King,7. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 6. Bölüm,2021-02-24,True,The King,6. Bölüm,,2021.0,2.0,24.0,Wednesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 5. Bölüm,2021-02-23,True,The King,5. Bölüm,,2021.0,2.0,23.0,Tuesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 4. Bölüm,2021-02-23,True,The King,4. Bölüm,,2021.0,2.0,23.0,Tuesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 3. Bölüm,2021-02-23,True,The King,3. Bölüm,,2021.0,2.0,23.0,Tuesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 2. Bölüm,2021-02-23,True,The King,2. Bölüm,,2021.0,2.0,23.0,Tuesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The King: Eternal Monarch: 1. Bölüm,2021-02-23,True,The King,1. Bölüm,,2021.0,2.0,23.0,Tuesday,False,"Soap, Drama, Family",1996.0,pt,39.686,7.614,209.0
The Legend of the Blue Sea: 1. Sezon: 20. Bölüm,2021-02-20,True,The Legend of the Blue Sea,20. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 19. Bölüm,2021-02-20,True,The Legend of the Blue Sea,19. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 18. Bölüm,2021-02-20,True,The Legend of the Blue Sea,18. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 17. Bölüm,2021-02-20,True,The Legend of the Blue Sea,17. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 16. Bölüm,2021-02-20,True,The Legend of the Blue Sea,16. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 15. Bölüm,2021-02-20,True,The Legend of the Blue Sea,15. Bölüm,1.0,2021.0,2.0,20.0,Saturday,True,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 14. Bölüm,2021-02-19,True,The Legend of the Blue Sea,14. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 13. Bölüm,2021-02-19,True,The Legend of the Blue Sea,13. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 12. Bölüm,2021-02-19,True,The Legend of the Blue Sea,12. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 11. Bölüm,2021-02-19,True,The Legend of the Blue Sea,11. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 10. Bölüm,2021-02-19,True,The Legend of the Blue Sea,10. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 9. Bölüm,2021-02-19,True,The Legend of the Blue Sea,9. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 8. Bölüm,2021-02-19,True,The Legend of the Blue Sea,8. Bölüm,1.0,2021.0,2.0,19.0,Friday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 7. Bölüm,2021-02-18,True,The Legend of the Blue Sea,7. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 6. Bölüm,2021-02-18,True,The Legend of the Blue Sea,6. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 5. Bölüm,2021-02-18,True,The Legend of the Blue Sea,5. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 4. Bölüm,2021-02-18,True,The Legend of the Blue Sea,4. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 3. Bölüm,2021-02-18,True,The Legend of the Blue Sea,3. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
The Legend of the Blue Sea: 1. Sezon: 2. Bölüm,2021-02-18,True,The Legend of the Blue Sea,2. Bölüm,1.0,2021.0,2.0,18.0,Thursday,False,"Comedy, Drama, Sci-Fi & Fantasy",2016.0,ko,130.734,7.4,21.0
Kuroko'nun Basketbolu: 1. Sezon: 25. Bölüm,2021-02-08,True,Kuroko'nun Basketbolu,25. Bölüm,1.0,2021.0,2.0,8.0,Monday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 24. Bölüm,2021-02-08,True,Kuroko'nun Basketbolu,24. Bölüm,1.0,2021.0,2.0,8.0,Monday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 23. Bölüm,2021-02-07,True,Kuroko'nun Basketbolu,23. Bölüm,1.0,2021.0,2.0,7.0,Sunday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: Tüyo,2021-02-07,True,Kuroko'nun Basketbolu,Tüyo,1.0,2021.0,2.0,7.0,Sunday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 22. Bölüm,2021-02-07,True,Kuroko'nun Basketbolu,22. Bölüm,1.0,2021.0,2.0,7.0,Sunday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 21. Bölüm,2021-02-07,True,Kuroko'nun Basketbolu,21. Bölüm,1.0,2021.0,2.0,7.0,Sunday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 20. Bölüm,2021-02-07,True,Kuroko'nun Basketbolu,20. Bölüm,1.0,2021.0,2.0,7.0,Sunday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 19. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,19. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 18. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,18. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 17. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,17. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 16. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,16. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 15. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,15. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 14. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,14. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 13. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,13. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 12. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,12. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 11. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,11. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 10. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,10. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 9. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,9. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 8. Bölüm,2021-02-06,True,Kuroko'nun Basketbolu,8. Bölüm,1.0,2021.0,2.0,6.0,Saturday,True,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 7. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,7. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 6. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,6. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 5. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,5. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 4. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,4. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 3. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,3. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 2. Bölüm,2021-02-05,True,Kuroko'nun Basketbolu,2. Bölüm,1.0,2021.0,2.0,5.0,Friday,False,,,,,,
Kuroko'nun Basketbolu: 1. Sezon: 1. Bölüm,2021-02-01,True,Kuroko'nun Basketbolu,1. Bölüm,1.0,2021.0,2.0,1.0,Monday,False,,,,,,
Michael Jackson's This Is It,2021-01-29,False,Michael Jackson's This Is It,,,2021.0,1.0,29.0,Friday,False,Documentary,2009.0,de,3.038,8.0,
Başlangıç,2021-01-26,False,Başlangıç,,,2021.0,1.0,26.0,Tuesday,False,Drama,2017.0,tr,1.473,5.8,
 ,2021-01-26,False, ,,,2021.0,1.0,26.0,Tuesday,False,,,,,,
Winx Efsanesi: Kader: 1. Sezon: Bağnaz Bir Yürek,2021-01-23,True,Winx Efsanesi,Bağnaz Bir Yürek,1.0,2021.0,1.0,23.0,Saturday,True,"Sci-Fi & Fantasy, Drama",2021.0,en,61.99,8.041,13.0
Winx Efsanesi: Kader: 1. Sezon: Gerçeğin İçinde Kaybolmak,2021-01-23,True,Winx Efsanesi,Gerçeğin İçinde Kaybolmak,1.0,2021.0,1.0,23.0,Saturday,True,"Sci-Fi & Fantasy, Drama",2021.0,en,61.99,8.041,13.0
Winx Efsanesi: Kader: 1. Sezon: Mahvolmuş Bir Melek,2021-01-22,True,Winx Efsanesi,Mahvolmuş Bir Melek,1.0,2021.0,1.0,22.0,Friday,False,"Sci-Fi & Fantasy, Drama",2021.0,en,61.99,8.041,13.0
Winx Efsanesi: Kader: 1. Sezon: Fanilerin Usandıran Umutları,2021-01-22,True,Winx Efsanesi,Fanilerin Usandıran Umutları,1.0,2021.0,1.0,22.0,Friday,False,"Sci-Fi & Fantasy, Drama",2021.0,en,61.99,8.041,13.0
